entry,subentry,pt,eta,phi,mass
5988,1,47.04249,0.32891846,-1.751709,0.10571289
5989,0,132.56108,-1.5151367,-1.3510742,0.10571289
5989,1,55.767773,-1.9560547,-0.34094238,0.10571289
5990,0,19.420158,0.7097168,-1.2888184,0.10571289
5992,0,13.036741,-2.088379,-0.24438477,0.10571289
5995,0,47.027287,-1.0695801,-0.06227112,0.10571289
5995,1,42.625134,-2.053711,-0.13772583,0.10571289
5995,2,41.662987,-1.3547363,-2.9169922,0.10571289
5996,0,16.97516,-0.8613281,0.36602783,0.10571289
5998,0,14.335001,-1.8728027,2.1186523,0.10571289
5999,0,55.350174,1.8259277,2.772461,0.10571289
5999,1,33.8169,1.3173828,-0.23934937,0.10571289
6003,0,155.92339,2.1367188,0.17538452,0.10571289
6003,1,152.00069,2.0610352,2.8149414,0.10571289
6003,2,16.229464,1.0153809,-0.9445801,0.10571289
6004,0,45.767765,-1.4338379,1.3815918,0.10571289
6005,0,14.150107,1.3737793,-2.6254883,0.10571289
6005,1,11.135718,1.2839355,2.5874023,0.10571289
6009,0,19.043312,-2.1132812,-0.82470703,0.10571289
6010,0,29.628525,0.09422302,-0.5152588,0.10571289
6010,1,22.131807,-0.80029297,2.980957,0.10571289
6011,0,18.849148,2.0585938,0.12854004,0.10571289
6012,0,41.99222,0.8897705,-0.6641846,0.10571289
6012,1,19.078066,-0.26940918,2.7597656,0.10571289
6021,0,16.48478,0.22647095,2.524414,0.10571289
6024,0,24.603481,1.5458984,2.8457031,0.10571289
6025,0,18.098873,0.2071228,-1.692627,0.10571289
6030,0,35.778076,0.47216797,0.43737793,0.10571289
6030,1,29.136465,1.548584,-2.7172852,0.10571289
6032,0,27.99268,0.10293579,0.012098312,0.10571289
6033,0,21.336203,-0.26098633,0.4272461,0.10571289
6033,1,11.546913,-1.2783203,1.6340332,0.10571289
6037,0,14.589324,-1.057373,0.1402893,0.10571289
6039,0,12.697781,1.8239746,-2.9882812,0.10571289
6041,0,18.377295,-1.6281738,2.8642578,0.10571289
6043,0,71.35718,-1.059082,0.78186035,0.10571289
6043,1,29.741793,-1.2800293,-1.8034668,0.10571289
6044,0,121.68824,-1.5187988,-2.7993164,0.10571289
6044,1,46.636093,-0.6380615,-1.9665527,0.10571289
6047,0,25.566442,1.8657227,2.510254,0.10571289
6051,0,37.43268,2.0927734,-1.197998,0.10571289
6054,0,17.534185,-1.6591797,1.8852539,0.10571289
6055,0,36.07107,-1.2780762,-0.1260376,0.10571289
6057,0,34.40372,-0.094680786,2.0444336,0.10571289
6057,1,14.678879,0.076293945,1.7819824,0.10571289
6058,0,25.968222,0.9736328,-2.7875977,0.10571289
6059,0,47.576794,-0.34899902,-0.45495605,0.10571289
6061,0,12.571405,-0.7718506,-1.3005371,0.10571289
6063,0,70.58727,0.378479,-1.800293,0.10571289
6063,1,65.47804,0.6427002,2.3989258,0.10571289
6063,2,49.305466,1.2189941,-2.4648438,0.10571289
6063,3,36.566032,0.5440674,0.52124023,0.10571289
6064,0,96.11041,0.16217041,3.0371094,0.10571289
6064,1,22.715006,-1.0380859,2.0229492,0.10571289
6066,0,18.28894,0.48095703,-0.4550171,0.10571289
6069,0,41.625484,-0.37335205,1.6323242,0.10571289
6069,1,33.191566,-1.6809082,-1.4411621,0.10571289
6070,0,12.809987,-1.9638672,0.07473755,0.10571289
6070,1,11.2206,-1.4541016,0.88635254,0.10571289
6079,0,34.29578,0.2354126,3.140625,0.10571289
6080,0,31.186886,2.086914,1.5493164,0.10571289
6083,0,15.915464,2.0566406,0.9005127,0.10571289
6086,0,33.617203,-0.9532471,1.842041,0.10571289
6086,1,25.746645,1.1428223,-0.5406494,0.10571289
6087,0,12.48098,1.9831543,1.394043,0.10571289
6092,0,14.64775,1.984375,0.22888184,0.10571289
6095,0,13.219515,-2.0151367,1.9309082,0.10571289
6100,0,28.20468,1.3400879,-2.3608398,0.10571289
6101,0,13.602105,0.9844971,-1.1037598,0.10571289
6107,0,66.149,-2.1870117,0.35235596,0.10571289
6107,1,38.722534,-1.6650391,-1.8269043,0.10571289
6110,0,14.021275,-1.4660645,-2.809082,0.10571289
6118,0,24.11205,0.36315918,0.47406006,0.10571289
6118,1,17.73312,0.9371338,1.1538086,0.10571289
6119,0,46.85395,1.8803711,-0.058387756,0.10571289
6121,0,44.697132,-0.068603516,1.3964844,0.10571289
6121,1,10.673542,-0.18170166,1.6445312,0.10571289
6124,0,26.490355,0.72717285,1.0180664,0.10571289
6126,0,28.763494,0.6496582,1.8227539,0.10571289
6129,0,17.362406,0.70532227,1.7963867,0.10571289
6131,0,56.165787,-1.4929199,2.777832,0.10571289
6131,1,54.173573,-0.49334717,1.6223145,0.10571289
6131,2,41.849937,-0.7286377,-1.1726074,0.10571289
6131,3,39.068615,-1.7609863,-0.88549805,0.10571289
6136,0,35.16864,1.0537109,-1.9533691,0.10571289
6136,1,19.033928,-0.1777649,1.4936523,0.10571289
6137,0,14.952889,0.12307739,-1.2990723,0.10571289
6138,0,42.117336,2.038086,3.0014648,0.10571289
6138,1,23.503828,1.5961914,-0.14764404,0.10571289
6142,0,42.60411,-0.2578125,-2.6518555,0.10571289
6142,1,25.306017,0.28405762,0.17077637,0.10571289
6142,2,12.548629,0.73999023,1.7644043,0.10571289
6143,0,82.15582,-0.9527588,-2.4521484,0.10571289
6143,1,45.259296,-1.4689941,2.494629,0.10571289
6145,0,27.156136,2.1166992,2.9672852,0.10571289
6146,0,37.787273,1.3483887,1.4665527,0.10571289
6150,0,129.84521,-0.41156006,-2.809082,0.10571289
6150,1,110.68049,-0.7207031,-0.3762207,0.10571289
6151,0,36.070625,0.72094727,2.5454102,0.10571289
6152,0,26.478138,1.59375,-2.331543,0.10571289
6153,0,38.939705,0.30810547,-3.0351562,0.10571289
6153,1,30.380121,1.5466309,-0.9675293,0.10571289
6156,0,12.301167,0.61621094,2.8891602,0.10571289
6159,0,32.56231,-0.5449219,2.4018555,0.10571289
6159,1,24.32426,1.5678711,-1.4160156,0.10571289
6167,0,43.992634,-2.0131836,-0.12594604,0.10571289
6167,1,40.369408,-1.1640625,2.9667969,0.10571289
6169,0,93.88514,-1.1477051,-1.0314941,0.10571289
6169,1,22.886417,0.63879395,-1.2358398,0.10571289
6170,0,17.13758,-1.1037598,-1.7155762,0.10571289
6174,0,47.956413,0.1513977,2.0009766,0.10571289
6174,1,41.582016,0.6094971,-1.3356934,0.10571289
6177,0,11.056641,-1.4541016,-0.8557129,0.10571289
6184,0,29.686579,-0.64001465,-2.258789,0.10571289
6184,1,15.547604,2.1577148,1.8220215,0.10571289
6186,0,40.065655,2.1865234,2.9482422,0.10571289
6186,1,18.68406,0.30664062,0.28320312,0.10571289
6186,2,10.878941,1.7741699,-2.3046875,0.10571289
6188,0,15.407827,0.9658203,-2.965332,0.10571289
6191,0,24.270082,0.5559082,-1.0202637,0.10571289
6191,1,11.551506,-2.2265625,2.6723633,0.10571289
6192,0,11.326766,0.6563721,1.0673828,0.10571289
6195,0,18.1727,0.8568115,2.3359375,0.10571289
6196,0,67.186264,-0.19442749,-2.255371,0.10571289
6196,1,31.028282,0.39538574,1.0310059,0.10571289
6198,0,49.90674,-1.3537598,-1.2546387,0.10571289
6198,1,29.821697,-0.59643555,2.1425781,0.10571289
6199,0,28.711853,0.5341797,-2.8256836,0.10571289
6199,1,21.336582,1.640625,1.1640625,0.10571289
6200,0,75.870766,-1.8798828,-0.836792,0.10571289
6200,1,24.105888,-0.7363281,1.7800293,0.10571289
6200,2,20.317137,-2.2797852,-2.949707,0.10571289
6202,0,43.225838,2.2851562,2.444336,0.10571289
6202,1,22.123827,0.40899658,-0.039871216,0.10571289
6202,2,21.090086,1.0153809,1.0900879,0.10571289
6208,0,54.619713,1.0341797,-0.09068298,0.10571289
6215,0,20.023335,0.58813477,-2.9770508,0.10571289
6222,0,48.672382,-5.4232776e-05,-1.8071289,0.10571289
6222,1,43.885563,0.19717407,1.7185059,0.10571289
6223,0,112.83069,2.3061523,-0.8712158,0.10571289
6226,0,37.038975,-2.1396484,-2.9594727,0.10571289
6226,1,27.44353,-0.06918335,1.2321777,0.10571289
6227,0,51.712933,-0.46142578,-0.96972656,0.10571289
6227,1,22.074913,0.09063721,2.5063477,0.10571289
6227,2,10.623232,-0.25628662,2.8081055,0.10571289
6237,0,10.219991,0.73742676,-0.9901123,0.10571289
6238,0,46.89884,-0.17660522,-2.1538086,0.10571289
6238,1,37.242565,0.48223877,0.873291,0.10571289
6239,0,45.357086,-2.0395508,-0.3675537,0.10571289
6244,0,28.009336,1.5844727,1.5681152,0.10571289
6245,0,72.18377,-1.1296387,1.5212402,0.10571289
6245,1,28.085367,-1.487793,-1.5913086,0.10571289
6249,0,103.122574,-1.8725586,-1.5888672,0.10571289
6249,1,37.945896,-0.10122681,1.9606934,0.10571289
6249,2,11.711547,-0.28582764,1.0793457,0.10571289
6250,0,250.5941,1.2585449,0.55358887,0.10571289
6250,1,157.63216,1.277832,-2.3427734,0.10571289
6250,2,71.07893,1.2646484,-2.5952148,0.10571289
6250,3,27.885872,0.72753906,2.8110352,0.10571289
6252,0,45.164227,-0.5467529,2.7124023,0.10571289
6252,1,43.809177,-0.47052002,-1.0712891,0.10571289
6254,0,208.16568,1.6062012,0.47161865,0.10571289
6263,0,17.12448,-1.171875,-0.7963867,0.10571289
6264,0,48.975075,0.5671387,1.3527832,0.10571289
6265,0,10.857042,0.047164917,-0.8253174,0.10571289
6268,0,26.864075,0.82666016,-0.20404053,0.10571289
6270,0,62.480183,2.2041016,2.6416016,0.10571289
6270,1,31.657333,2.190918,-0.8345947,0.10571289
6274,0,64.613396,-1.5129395,0.8331299,0.10571289
6274,1,15.337936,0.4890747,3.1030273,0.10571289
6281,0,41.928913,1.2116699,-1.6005859,0.10571289
6281,1,20.838987,1.9819336,1.4006348,0.10571289
6281,2,20.537203,0.8989258,-1.6706543,0.10571289
6284,0,27.660852,-1.0612793,1.5354004,0.10571289
6284,1,25.159243,1.4091797,-0.3027954,0.10571289
6292,0,20.863335,0.89160156,-0.29089355,0.10571289
6298,0,35.54147,1.9868164,2.3413086,0.10571289
6301,0,41.598743,-0.92871094,-1.1259766,0.10571289
6301,1,28.967485,-0.27679443,1.939209,0.10571289
6303,0,18.496376,-0.23092651,1.4147949,0.10571289
6304,0,29.936104,0.100997925,0.66796875,0.10571289
6304,1,11.847338,2.1069336,-2.3261719,0.10571289
6306,0,119.867935,0.7747803,-1.1213379,0.10571289
6306,1,53.125145,0.6923828,-0.96191406,0.10571289
6307,0,24.385727,-2.109375,-1.2788086,0.10571289
6307,1,15.428547,-0.99731445,-2.8125,0.10571289
6308,0,56.947407,1.2907715,0.31567383,0.10571289
6310,0,10.347722,-0.023284912,2.269043,0.10571289
6313,0,10.998307,1.4101562,-1.8859863,0.10571289
6314,0,46.53711,-2.074707,-2.5722656,0.10571289
6314,1,33.942993,-2.2402344,0.51867676,0.10571289
6314,2,10.115118,-2.305664,0.7614746,0.10571289
6315,0,88.093475,-0.40960693,1.3842773,0.10571289
6315,1,54.90245,-0.8552246,-2.618164,0.10571289
6315,2,50.266945,-1.199707,-0.9893799,0.10571289
6315,3,18.558922,0.6945801,-1.6618652,0.10571289
6318,0,41.38128,0.12646484,-0.21502686,0.10571289
6318,1,34.459934,-0.8125,2.833496,0.10571289
6324,0,19.363653,1.065918,1.1169434,0.10571289
6327,0,92.517746,-1.5153809,-1.4489746,0.10571289
6330,0,29.387281,1.513916,2.864746,0.10571289
6330,1,18.994364,-0.67541504,-0.3642578,0.10571289
6331,0,31.447323,0.45159912,-0.7347412,0.10571289
6331,1,18.375721,1.7128906,1.9255371,0.10571289
6340,0,33.542698,-0.37756348,-0.1895752,0.10571289
6340,1,27.012352,-1.5629883,2.8051758,0.10571289
6341,0,14.267639,-0.7753906,2.0898438,0.10571289
6344,0,12.289513,1.986084,1.552002,0.10571289
6347,0,34.399662,0.6444092,-2.2539062,0.10571289
6347,1,26.33569,-1.5026855,0.7935791,0.10571289
6347,2,10.545331,-1.1694336,0.20272827,0.10571289
6350,0,103.649124,0.5609131,2.9418945,0.10571289
6350,1,41.345924,-0.16220093,3.040039,0.10571289
6350,2,23.7655,-1.9555664,0.4574585,0.10571289
6350,3,17.882027,1.2741699,-0.15280151,0.10571289
6353,0,10.6216,1.1037598,-1.8908691,0.10571289
6357,0,56.21518,1.7229004,-2.7490234,0.10571289
6357,1,34.67622,2.355957,-0.2531128,0.10571289
6359,0,10.599467,-1.3205566,2.5263672,0.10571289
6361,0,91.48985,1.0766602,-1.9401855,0.10571289
6361,1,25.890596,0.36999512,0.04624176,0.10571289
6363,0,31.080986,-1.2729492,-2.9956055,0.10571289
6366,0,40.00824,-2.3276367,-2.2387695,0.10571289
6367,0,118.97554,-0.60546875,0.30718994,0.10571289
6367,1,58.149662,-1.598877,0.6600342,0.10571289
6368,0,14.456068,2.2021484,2.019043,0.10571289
6368,1,14.15762,-0.625,-1.3737793,0.10571289
6375,0,26.694233,0.4099121,1.7084961,0.10571289
6384,0,19.181604,-0.7813721,0.74072266,0.10571289
6391,0,103.258804,-1.6906738,1.871582,0.10571289
6391,1,13.637162,-0.33648682,-1.5476074,0.10571289
6392,0,44.321434,0.2489624,0.50720215,0.10571289
6397,0,24.070137,-0.80444336,0.8280029,0.10571289
6397,1,10.412405,-1.6367188,-1.7319336,0.10571289
6401,0,47.9231,0.44732666,-2.1030273,0.10571289
6401,1,35.731728,-1.1208496,-0.6184082,0.10571289
6407,0,42.049526,1.2243652,0.13064575,0.10571289
6407,1,28.99341,0.07398987,-2.7998047,0.10571289
6408,0,14.671609,-0.2970581,-2.612793,0.10571289
6409,0,11.224477,1.019043,1.8122559,0.10571289
6419,0,59.81266,1.3757324,1.0336914,0.10571289
6424,0,44.391407,0.74902344,1.5539551,0.10571289
6424,1,39.793163,0.87939453,-1.699707,0.10571289
6431,0,10.109781,1.0734863,2.5454102,0.10571289
6435,0,12.898726,0.49853516,-1.1115723,0.10571289
6436,0,17.808573,1.0598145,-0.7672119,0.10571289
6438,0,64.97483,1.8552246,1.6345215,0.10571289
6438,1,30.867739,1.7595215,-1.3022461,0.10571289
6439,0,10.73696,0.3685913,-2.4750977,0.10571289
6443,0,39.67225,-0.72436523,-1.5092773,0.10571289
6443,1,16.58366,-1.5927734,2.130371,0.10571289
6448,0,83.69351,2.2529297,0.081344604,0.10571289
6456,0,36.974594,-1.736084,1.8652344,0.10571289
6457,0,32.44865,2.293457,0.092681885,0.10571289
6457,1,12.034236,-0.20202637,2.699707,0.10571289
6458,0,20.279802,-0.96325684,2.137207,0.10571289
6458,1,15.299086,-0.79992676,-0.80737305,0.10571289
6463,0,21.53819,-1.7854004,-2.9785156,0.10571289
6464,0,38.36591,0.5430908,1.6550293,0.10571289
6468,0,14.753097,2.3535156,-1.6618652,0.10571289
6469,0,49.082752,1.0629883,2.0996094,0.10571289
6469,1,37.802082,1.8356934,-0.72143555,0.10571289
6471,0,34.967167,-2.2358398,1.4541016,0.10571289
6472,0,56.600933,2.1538086,-1.3435059,0.10571289
6472,1,15.343742,2.2895508,1.9626465,0.10571289
6476,0,35.050907,1.5671387,2.8447266,0.10571289
6481,0,23.039444,-0.5596924,2.6279297,0.10571289
6483,0,39.588337,0.3550415,-1.333252,0.10571289
6484,0,22.854881,-1.8266602,1.3037109,0.10571289
6485,0,107.99482,-0.8983154,0.3322754,0.10571289
6485,1,65.959946,0.03954315,-2.5288086,0.10571289
6485,2,38.321537,-1.5991211,-2.9868164,0.10571289
6485,3,31.85884,-1.5881348,1.8808594,0.10571289
6486,0,11.872552,-0.2059021,1.8649902,0.10571289
6487,0,53.78672,-1.5834961,-1.8466797,0.10571289
6487,1,27.848017,-1.2436523,-2.8632812,0.10571289
6487,2,18.746586,-0.64404297,2.3032227,0.10571289
6488,0,30.260326,-2.2836914,-1.3764648,0.10571289
6493,0,23.572624,-0.18643188,3.0200195,0.10571289
6499,0,41.357437,1.2609863,-0.7772217,0.10571289
6499,1,38.798294,2.2407227,2.4663086,0.10571289
6500,0,22.82014,1.7729492,-0.27215576,0.10571289
6501,0,42.727768,0.0238266,2.3598633,0.10571289
6501,1,40.29307,-0.9112549,-0.7253418,0.10571289
6505,0,35.592648,0.13000488,1.0100098,0.10571289
6506,0,99.46765,1.9731445,-2.5625,0.10571289
6506,1,25.50731,0.8668213,2.1547852,0.10571289
6507,0,10.569525,-0.52575684,0.64904785,0.10571289
6509,0,15.41983,1.5,-1.3930664,0.10571289
6514,0,35.20736,-0.15002441,2.0307617,0.10571289
6514,1,26.18751,-0.24813843,-1.3015137,0.10571289
6514,2,13.873873,-1.5576172,-0.27838135,0.10571289
6523,0,27.478539,2.3398438,-1.0878906,0.10571289
6525,0,39.43368,1.699707,-0.61901855,0.10571289
6525,1,38.593025,1.0661621,2.350586,0.10571289
6526,0,13.670395,-1.6779785,1.5449219,0.10571289
6528,0,42.448036,0.5539551,-0.5046387,0.10571289
6528,1,28.27901,1.0012207,-2.8613281,0.10571289
6529,0,24.163126,-0.48156738,-1.1291504,0.10571289
6536,0,159.88446,-0.18890381,-0.44787598,0.10571289
6536,1,20.839489,-1.2194824,1.050293,0.10571289
6541,0,20.074284,0.39849854,-2.774414,0.10571289
6542,0,21.490461,1.6721191,2.6796875,0.10571289
6542,1,10.875318,-0.8621826,-1.3688965,0.10571289
6548,0,23.631498,-1.2099609,1.6904297,0.10571289
6556,0,23.377129,-0.7342529,1.7145996,0.10571289
6557,0,17.445484,-1.1647949,1.5463867,0.10571289
6558,0,35.047924,0.7137451,2.1850586,0.10571289
6558,1,10.078854,1.8969727,2.012207,0.10571289
6559,0,68.36434,-1.1533203,-2.038086,0.10571289
6559,1,27.008402,-2.0654297,1.5830078,0.10571289
6565,0,26.454678,-1.2790527,-1.5505371,0.10571289
6565,1,22.724884,-0.5905762,-1.0549316,0.10571289
6565,2,14.530716,1.651123,1.5361328,0.10571289
6566,0,58.08235,-0.078323364,-2.25,0.10571289
6566,1,46.032253,-0.2598877,1.8823242,0.10571289
6568,0,42.33237,-1.510498,-1.385498,0.10571289
6568,1,19.915579,0.6435547,2.6044922,0.10571289
6576,0,11.05807,-2.3271484,-1.8371582,0.10571289
6578,0,47.552765,-2.1118164,-1.8798828,0.10571289
6578,1,35.55432,-1.2290039,1.5415039,0.10571289
6581,0,11.604379,-1.4851074,-0.24487305,0.10571289
6583,0,85.60802,-1.1481934,2.8984375,0.10571289
6583,1,48.408966,-0.54992676,-1.9946289,0.10571289
6585,0,77.78571,1.197998,2.755371,0.10571289
6585,1,18.538055,0.7927246,-0.50268555,0.10571289
6586,0,78.45055,-1.5683594,2.184082,0.10571289
6586,1,24.027376,-2.1191406,1.1811523,0.10571289
6589,0,25.416983,0.75927734,-0.8232422,0.10571289
6589,1,17.256222,-1.637207,2.5551758,0.10571289
6592,0,16.920603,2.0332031,-2.4160156,0.10571289
6593,0,29.711615,0.2541504,-2.5136719,0.10571289
6593,1,16.667889,-1.6938477,0.46679688,0.10571289
6594,0,13.519329,1.6179199,0.116622925,0.10571289
6601,0,32.320095,-0.8421631,-2.067871,0.10571289
6605,0,46.870697,0.82336426,-3.0361328,0.10571289
6605,1,29.565424,1.2070312,0.30078125,0.10571289
6609,0,20.472809,1.2473145,0.9454346,0.10571289
6612,0,30.981436,0.85046387,-0.45526123,0.10571289
6612,1,27.683374,1.8754883,2.9399414,0.10571289
6618,0,58.200325,1.7353516,0.6529541,0.10571289
6619,0,22.582296,-1.4543457,-2.4638672,0.10571289
6622,0,59.2285,-2.2797852,2.8642578,0.10571289
6622,1,57.166748,-0.76135254,1.2019043,0.10571289
6622,2,45.494427,-2.2333984,-1.2207031,0.10571289
6622,3,33.88728,0.354187,-0.7159424,0.10571289
6628,0,26.863544,1.8762207,1.6928711,0.10571289
6629,0,62.731873,2.2612305,-0.5333252,0.10571289
6631,0,54.94067,1.8615723,-1.9111328,0.10571289
6631,1,34.970825,1.2607422,0.6265869,0.10571289
6633,0,33.68657,0.8803711,-2.8286133,0.10571289
6633,1,20.345053,-0.88171387,-0.61816406,0.10571289
6636,0,53.51315,1.7817383,-0.5402832,0.10571289
6636,1,31.260313,0.87438965,3.0405273,0.10571289
6655,0,48.652576,2.0419922,-1.5258789,0.10571289
6656,0,23.52872,-0.9451904,-0.7862549,0.10571289
6659,0,47.60479,1.9482422,-1.1289062,0.10571289
6659,1,22.155151,0.9963379,0.93115234,0.10571289
6659,2,11.321928,1.6450195,1.5302734,0.10571289
6661,0,45.88197,1.7695312,-2.4335938,0.10571289
6661,1,23.184465,1.7744141,-2.1831055,0.10571289
6665,0,45.90027,0.13760376,2.9873047,0.10571289
6665,1,37.432713,1.1027832,0.10798645,0.10571289
6668,0,12.208406,0.9024658,-0.6602783,0.10571289
6668,1,11.407613,2.272461,-1.8190918,0.10571289
6671,0,80.39514,1.2446289,-0.9083252,0.10571289
6671,1,36.23101,2.072754,0.5788574,0.10571289
6672,0,43.106586,-1.3046875,-0.5529785,0.10571289
6672,1,32.085114,-2.0986328,2.430664,0.10571289
6673,0,19.642365,1.296875,1.9882812,0.10571289
6674,0,14.3357315,-0.5064697,1.7463379,0.10571289
6677,0,185.01181,-1.159668,2.3813477,0.10571289
6677,1,25.87985,0.020618439,1.9328613,0.10571289
6680,0,29.36972,-0.3114624,-0.35583496,0.10571289
6680,1,19.679012,-0.8033447,-3.112793,0.10571289
6681,0,44.700264,2.015625,2.8549805,0.10571289
6688,0,12.923161,1.5275879,-2.8095703,0.10571289
6689,0,76.318794,-1.9916992,-2.777832,0.10571289
6689,1,31.692755,-1.5388184,1.3037109,0.10571289
6701,0,19.480753,0.8833008,-0.4569702,0.10571289
6708,0,38.34757,0.8983154,2.6269531,0.10571289
6708,1,26.848774,-0.3458252,-0.49041748,0.10571289
6709,0,53.491974,2.3598633,1.1259766,0.10571289
6709,1,35.626396,1.9523926,-2.305664,0.10571289
6711,0,22.15329,-1.5974121,-0.99609375,0.10571289
6714,0,15.354639,1.7797852,-2.7158203,0.10571289
6719,0,12.740314,1.5285645,-0.96655273,0.10571289
6720,0,42.653545,1.6811523,2.824707,0.10571289
6724,0,32.24863,-1.1574707,-1.4001465,0.10571289
6724,1,24.441643,0.2989502,1.8500977,0.10571289
6725,0,10.584827,2.2607422,-1.5493164,0.10571289
6729,0,87.6758,1.4157715,-2.2358398,0.10571289
6729,1,20.307901,1.7519531,1.3911133,0.10571289
6733,0,43.02261,-1.671875,-0.014427185,0.10571289
6733,1,34.84178,-2.177246,2.696289,0.10571289
6736,0,12.510628,-1.6035156,1.5358887,0.10571289
6737,0,66.61355,2.034668,2.897461,0.10571289
6738,0,13.907117,1.3776855,-2.7646484,0.10571289
6740,0,49.371826,0.7615967,-2.708496,0.10571289
6740,1,24.083963,0.35894775,0.461792,0.10571289
6740,2,13.031293,0.28277588,0.1899414,0.10571289
6741,0,45.53514,0.03752899,-1.0610352,0.10571289
6741,1,44.75351,0.26397705,1.989502,0.10571289
6746,0,190.76251,1.262207,0.2000122,0.10571289
6746,1,142.72545,1.1960449,-2.6391602,0.10571289
6748,0,96.50042,0.48358154,0.2732544,0.10571289
6755,0,30.040298,0.74658203,-0.39172363,0.10571289
6756,0,10.290692,-1.6774902,-1.8000488,0.10571289
6757,0,30.958202,1.15625,2.6425781,0.10571289
6757,1,17.029854,0.9407959,-0.97839355,0.10571289
6757,2,10.88353,0.967041,-0.083358765,0.10571289
6757,3,10.777146,2.166504,0.5385742,0.10571289
6758,0,59.372334,2.1669922,1.3308105,0.10571289
6758,1,18.046188,1.1323242,-1.6152344,0.10571289
6759,0,64.83579,1.1088867,0.95458984,0.10571289
6759,1,33.263683,0.2171936,-2.4243164,0.10571289
6761,0,29.64461,-2.072754,2.5161133,0.10571289
6762,0,27.962934,0.83740234,2.1606445,0.10571289
6764,0,26.546442,-1.4511719,-2.099121,0.10571289
6765,0,24.805325,2.3613281,-3.0629883,0.10571289
6769,0,68.01048,-0.2514038,0.25164795,0.10571289
6771,0,27.134785,-1.3703613,0.1954956,0.10571289
6771,1,12.013036,-0.3380127,-2.5024414,0.10571289
6771,2,10.40192,-2.347168,-2.5341797,0.10571289
6773,0,10.592924,0.46533203,-1.395752,0.10571289
6775,0,19.348318,2.0664062,-1.6801758,0.10571289
6775,1,12.152269,1.6982422,-2.8061523,0.10571289
6776,0,52.77841,0.7911377,1.5537109,0.10571289
6776,1,39.543713,0.385437,-1.0678711,0.10571289
6779,0,29.765923,1.9326172,-0.9451904,0.10571289
6779,1,25.365582,-0.5233154,-0.10681152,0.10571289
6784,0,58.18829,-0.9782715,-0.9975586,0.10571289
6784,1,29.322338,-1.970459,2.5205078,0.10571289
6788,0,28.903458,-0.39520264,2.6831055,0.10571289
6788,1,26.491114,1.7285156,-0.2654419,0.10571289
6790,0,20.790821,2.1826172,-0.8787842,0.10571289
6792,0,47.072357,-1.1174316,-1.9199219,0.10571289
6795,0,36.017746,1.2775879,1.2338867,0.10571289
6795,1,21.002289,-0.8656006,-2.0561523,0.10571289
6796,0,10.95165,-2.0927734,0.080963135,0.10571289
6796,1,10.164661,-1.6967773,-1.8227539,0.10571289
6800,0,44.665115,0.11413574,-0.8232422,0.10571289
6800,1,42.868015,-0.3388672,2.4038086,0.10571289
6802,0,34.367878,-1.7407227,-1.5473633,0.10571289
6803,0,38.494354,0.64489746,-0.8668213,0.10571289
6803,1,31.014982,1.2363281,1.1994629,0.10571289
6806,0,11.612482,0.03274536,2.4526367,0.10571289
6810,0,20.22924,-0.74890137,1.2805176,0.10571289
6811,0,47.60261,-2.3935547,0.06298828,0.10571289
6814,0,13.238608,1.3591309,-2.0097656,0.10571289
6814,1,10.361736,1.8242188,1.8996582,0.10571289
6817,0,22.773548,-0.8718262,-1.5769043,0.10571289
6818,0,31.06399,1.9155273,1.880127,0.10571289
6818,1,13.926783,-0.2208252,-1.894043,0.10571289
6819,0,15.449807,2.038086,-0.7005615,0.10571289
6829,0,100.19469,1.1166992,0.65112305,0.10571289
6829,1,77.16633,1.5061035,-1.6748047,0.10571289
6829,2,49.581257,1.3789062,2.9916992,0.10571289
6829,3,25.081629,1.6291504,2.6850586,0.10571289
6834,0,22.250519,0.09402466,2.9833984,0.10571289
6834,1,14.911084,2.0004883,-0.09927368,0.10571289
6836,0,317.00067,0.6921387,-2.1601562,0.10571289
6836,1,241.8764,-1.7277832,1.0187988,0.10571289
6836,2,59.520226,-0.007946014,0.66748047,0.10571289
6836,3,25.136976,-1.7363281,2.229004,0.10571289
6837,0,35.728394,0.76501465,1.5541992,0.10571289
6853,0,49.802353,-0.30621338,-1.6276855,0.10571289
6853,1,12.225842,0.55322266,1.8959961,0.10571289
6853,2,12.041039,0.7578125,1.0910645,0.10571289
6855,0,74.74575,-1.9475098,-0.24780273,0.10571289
6855,1,14.981074,-1.28125,2.7480469,0.10571289
6857,0,17.72424,-1.0566406,-2.2871094,0.10571289
6857,1,14.20409,1.8518066,1.0004883,0.10571289
6867,0,17.611296,1.0852051,1.2358398,0.10571289
6870,0,21.124168,1.7355957,0.18865967,0.10571289
6872,0,44.66215,1.6379395,1.9816895,0.10571289
6872,1,28.291088,1.7197266,-2.1635742,0.10571289
6875,0,65.37082,-1.2602539,-0.43188477,0.10571289
6875,1,53.421627,-0.28796387,-1.8540039,0.10571289
6875,2,43.69432,-0.53186035,2.0170898,0.10571289
6875,3,35.721836,-1.2783203,2.1914062,0.10571289
6880,0,39.991154,-1.2045898,-1.8662109,0.10571289
6884,0,10.281781,-0.009210587,0.22213745,0.10571289
6885,0,25.881159,-1.6748047,-1.7648926,0.10571289
6893,0,16.250381,-0.77575684,-2.6635742,0.10571289
6894,0,46.97441,-0.3519287,2.135254,0.10571289
6894,1,45.05236,0.5925293,-0.24603271,0.10571289
